pattern_id,file,category,kind,yaml_path,pattern,normalized_pattern,compile_ok,compile_error,empty_match,group_count,char_length,looks_broad,has_word_boundary,duplicate_exact_count,duplicate_same_kind_count
2145,intensity_boundary_transgression.yaml,intensity_boundary_transgression,exclusion,intensity_boundary_transgression.exclusions[76],\b(diebstahl|betrug)\b,\b(diebstahl|betrug)\b,True,,False,1,22,False,True,16,16
2146,intensity_boundary_transgression.yaml,intensity_boundary_transgression,exclusion,intensity_boundary_transgression.exclusions[77],\b(marketing|werbung)\b,\b(marketing|werbung)\b,True,,False,1,23,False,True,16,16
2147,intensity_boundary_transgression.yaml,intensity_boundary_transgression,exclusion,intensity_boundary_transgression.exclusions[78],\b(argument|these|diskurs|rhetorik)\b,\b(argument|these|diskurs|rhetorik)\b,True,,False,1,37,False,True,16,16
2148,intensity_boundary_transgression.yaml,intensity_boundary_transgression,exclusion,intensity_boundary_transgression.exclusions[79],\b(analyse|interpretation|bewertung)\b,\b(analyse|interpretation|bewertung)\b,True,,False,1,38,False,True,16,16
2149,intensity_boundary_transgression.yaml,intensity_boundary_transgression,exclusion,intensity_boundary_transgression.exclusions[80],\b(debatte|rede|vortrag|essay)\b,\b(debatte|rede|vortrag|essay)\b,True,,False,1,32,False,True,16,16
2150,intensity_boundary_transgression.yaml,intensity_boundary_transgression,exclusion,intensity_boundary_transgression.exclusions[81],\b(kritisch|kontrovers|umstritten)\b,\b(kritisch|kontrovers|umstritten)\b,True,,False,1,36,False,True,16,16
2151,intensity_boundary_transgression.yaml,intensity_boundary_transgression,exclusion,intensity_boundary_transgression.exclusions[82],\b(übertreibung|metapher|stilmittel)\b,\b(übertreibung|metapher|stilmittel)\b,True,,False,1,38,False,True,16,16
2152,intensity_boundary_transgression.yaml,intensity_boundary_transgression,exclusion,intensity_boundary_transgression.exclusions[83],\b(könig|königin|thron|reich|imperium)\b,\b(könig|königin|thron|reich|imperium)\b,True,,False,1,40,False,True,16,16
2153,intensity_boundary_transgression.yaml,intensity_boundary_transgression,exclusion,intensity_boundary_transgression.exclusions[84],\b(ritter|barbar|ork|elf|drache)\b,\b(ritter|barbar|ork|elf|drache)\b,True,,False,1,34,False,True,16,16
2154,intensity_boundary_transgression.yaml,intensity_boundary_transgression,exclusion,intensity_boundary_transgression.exclusions[85],\b(legion|pharao|imperator|königshaus)\b,\b(legion|pharao|imperator|königshaus)\b,True,,False,1,40,False,True,16,16
2155,intensity_boundary_transgression.yaml,intensity_boundary_transgression,exclusion,intensity_boundary_transgression.exclusions[86],\b(sklavenhalter|plantage|kolonial)\b,\b(sklavenhalter|plantage|kolonial)\b,True,,False,1,37,False,True,16,16
2156,intensity_boundary_transgression.yaml,intensity_boundary_transgression,exclusion,intensity_boundary_transgression.exclusions[87],\b(galere|kastell|festung)\b,\b(galere|kastell|festung)\b,True,,False,1,28,False,True,16,16
2157,intensity_boundary_transgression.yaml,intensity_boundary_transgression,exclusion,intensity_boundary_transgression.exclusions[88],\b(kämpf|schlag|stoßen|attacke|kampf)\b,\b(kämpf|schlag|stoßen|attacke|kampf)\b,True,,False,1,39,False,True,15,15
2158,intensity_boundary_transgression.yaml,intensity_boundary_transgression,exclusion,intensity_boundary_transgression.exclusions[89],\b(ringen|ringkampf)\b,\b(ringen|ringkampf)\b,True,,False,1,22,False,True,16,16
2159,intensity_boundary_transgression.yaml,intensity_boundary_transgression,pattern,intensity_boundary_transgression.patterns[0],\bverboten\b,\bverboten\b,True,,False,0,12,False,True,1,1
2160,intensity_boundary_transgression.yaml,intensity_boundary_transgression,pattern,intensity_boundary_transgression.patterns[1],\bgräuel\b,\bgräuel\b,True,,False,0,10,False,True,1,1
2161,intensity_boundary_transgression.yaml,intensity_boundary_transgression,pattern,intensity_boundary_transgression.patterns[2],\binzest\b,\binzest\b,True,,False,0,10,False,True,1,1
2162,intensity_boundary_transgression.yaml,intensity_boundary_transgression,pattern,intensity_boundary_transgression.patterns[3],\bschande\b,\bschande\b,True,,False,0,11,False,True,1,1
2163,intensity_boundary_transgression.yaml,intensity_boundary_transgression,pattern,intensity_boundary_transgression.patterns[4],\btabu\b,\btabu\b,True,,False,0,8,False,True,1,1
2164,intensity_boundary_transgression.yaml,intensity_boundary_transgression,pattern,intensity_boundary_transgression.patterns[5],\b(entweihen|entwürdigen)\b,\b(entweihen|entwürdigen)\b,True,,False,1,27,False,True,1,1
2165,intensity_boundary_transgression.yaml,intensity_boundary_transgression,pattern,intensity_boundary_transgression.patterns[6],\bdie\s+welt\b[^.?!]*\b(verschwamm|schien\s+zu\s+verschwimmen)\b,\bdie\s+welt\b[^.?!]*\b(verschwamm|schien\s+zu\s+verschwimmen)\b,True,,False,1,64,False,True,1,1
2166,intensity_boundary_transgression.yaml,intensity_boundary_transgression,pattern,intensity_boundary_transgression.patterns[7],\bnichts\s+zählte\s+mehr\b,\bnichts\s+zählte\s+mehr\b,True,,False,0,26,False,True,1,1
2167,intensity_boundary_transgression.yaml,intensity_boundary_transgression,pattern,intensity_boundary_transgression.patterns[8],\b(wollust|lust|spannung)\b[^.?!]*\b(überflutete|welle)\b,\b(wollust|lust|spannung)\b[^.?!]*\b(überflutete|welle)\b,True,,False,2,57,False,True,1,1
2168,intensity_boundary_transgression.yaml,intensity_boundary_transgression,pattern,intensity_boundary_transgression.patterns[9],\b(alles\s+andere|die\s+umwelt)\b[^.?!]*\b(verschwand|verblasste)\b,\b(alles\s+andere|die\s+umwelt)\b[^.?!]*\b(verschwand|verblasste)\b,True,,False,2,67,False,True,1,1
2169,intensity_boundary_transgression.yaml,intensity_boundary_transgression,pattern,intensity_boundary_transgression.patterns[10],\b(ich|mein\s+ich)\b[^.?!]*\b(fokussierte|konzentrierte\s+mich)\b,\b(ich|mein\s+ich)\b[^.?!]*\b(fokussierte|konzentrierte\s+mich)\b,True,,False,2,65,False,True,1,1
2170,intensity_boundary_transgression.yaml,intensity_boundary_transgression,pattern,intensity_boundary_transgression.patterns[11],\b(zeit|raum)\b[^.?!]*\b(verzerrte|verging)\b,\b(zeit|raum)\b[^.?!]*\b(verzerrte|verging)\b,True,,False,2,45,False,True,1,1
2171,intensity_boundary_transgression.yaml,intensity_boundary_transgression,pattern,intensity_boundary_transgression.patterns[12],\b(ich|mein\s+ich)\b[^.?!]*\b(verschmolz|ging\s+auf)\b,\b(ich|mein\s+ich)\b[^.?!]*\b(verschmolz|ging\s+auf)\b,True,,False,2,54,False,True,1,1
2172,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[0],\b(patient(in)?|diagnose|therapie|operation|klinisch|symptom)\b,\b(patient(in)?|diagnose|therapie|operation|klinisch|symptom)\b,True,,False,2,63,False,True,16,16
2173,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[1],\b(körpertemperatur|schmerzskala|behandlung)\b,\b(körpertemperatur|schmerzskala|behandlung)\b,True,,False,1,46,False,True,16,16
2174,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[2],\b(arzt|krankheit|medizin)\b,\b(arzt|krankheit|medizin)\b,True,,False,1,28,False,True,16,16
2175,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[3],\b(blauer\s+fleck|schürfwunde|prellung|verband|pflaster)\b,\b(blauer\s+fleck|schürfwunde|prellung|verband|pflaster)\b,True,,False,1,58,False,True,16,16
2176,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[4],\b(sterben|hospiz|pfleger|krankenzimmer)\b,\b(sterben|hospiz|pfleger|krankenzimmer)\b,True,,False,1,42,False,True,16,16
2177,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[5],\b(kind|baby|kleinkind)\b,\b(kind|baby|kleinkind)\b,True,,False,1,25,False,True,16,16
2178,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[6],\b(geburt|wehen)\b,\b(geburt|wehen)\b,True,,False,1,18,False,True,16,16
2179,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[7],\b(unfall|verletzung)\b,\b(unfall|verletzung)\b,True,,False,1,23,False,True,16,16
2180,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[8],\b(kälte|frieren|winter|schneesturm)\b,\b(kälte|frieren|winter|schneesturm)\b,True,,False,1,38,False,True,16,16
2181,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[9],\b(wüste|sonne|sommer|hitzewelle)\b,\b(wüste|sonne|sommer|hitzewelle)\b,True,,False,1,35,False,True,16,16
2182,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[10],\b(motor|maschine|sensor)\b,\b(motor|maschine|sensor)\b,True,,False,1,27,False,True,16,16
2183,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[11],\b(temperaturregelung|überhitzung)\b,\b(temperaturregelung|überhitzung)\b,True,,False,1,36,False,True,16,16
2184,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[12],\b(software|hardware|gerät|technologie)\b,\b(software|hardware|gerät|technologie)\b,True,,False,1,41,False,True,16,16
2185,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[13],\b(benutzeroberfläche|funktionalität)\b,\b(benutzeroberfläche|funktionalität)\b,True,,False,1,39,False,True,16,16
2186,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[14],\b(brandschutz|feuerwehr|brand|feuer)\b,\b(brandschutz|feuerwehr|brand|feuer)\b,True,,False,1,39,False,True,16,16
2187,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[15],\b(training|wettkampf|leistung|sportler(in)?)\b,\b(training|wettkampf|leistung|sportler(in)?)\b,True,,False,2,47,False,True,16,16
2188,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[16],\b(herzfrequenz|atemfrequenz|körperliche\s+leistung)\b,\b(herzfrequenz|atemfrequenz|körperliche\s+leistung)\b,True,,False,1,54,False,True,16,16
2189,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[17],\b(spieler(in)?|mannschaft|liga|turnier)\b,\b(spieler(in)?|mannschaft|liga|turnier)\b,True,,False,2,42,False,True,16,16
2190,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[18],\b(tor|punktestand|trainer(in)?|saison)\b,\b(tor|punktestand|trainer(in)?|saison)\b,True,,False,2,41,False,True,16,16
2191,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[19],\b(gewürz|schärfe|würzig|pikant|scharf)\b,\b(gewürz|schärfe|würzig|pikant|scharf)\b,True,,False,1,41,False,True,16,16
2192,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[20],\b(geschmack|aroma|kulinarisch|delikatesse)\b,\b(geschmack|aroma|kulinarisch|delikatesse)\b,True,,False,1,45,False,True,16,16
2193,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[21],\b(grill|ofen|herd|pfanne|kochen|braten)\b,\b(grill|ofen|herd|pfanne|kochen|braten)\b,True,,False,1,42,False,True,16,16
2194,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[22],\b(buffet|bankett|speise|essen|gericht)\b,\b(buffet|bankett|speise|essen|gericht)\b,True,,False,1,41,False,True,16,16
2195,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[23],\b(kunstwerk|installation|performance|künstler(in)?)\b,\b(kunstwerk|installation|performance|künstler(in)?)\b,True,,False,2,54,False,True,16,16
2196,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[24],\b(ausstellung|galerie|museum)\b,\b(ausstellung|galerie|museum)\b,True,,False,1,32,False,True,16,16
2197,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[25],\b(kleidung|kostüm|kleid|stoff)\b,\b(kleidung|kostüm|kleid|stoff)\b,True,,False,1,33,False,True,16,16
2198,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[26],\b(film|szene|regisseur(in)?|schauspieler(in)?)\b,\b(film|szene|regisseur(in)?|schauspieler(in)?)\b,True,,False,3,49,False,True,16,16
2199,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[27],\b(drehbuch|kamera|produktion|kino)\b,\b(drehbuch|kamera|produktion|kino)\b,True,,False,1,37,False,True,16,16
2200,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[28],\b(yoga|meditation|wellness|fitness|entspannung)\b,\b(yoga|meditation|wellness|fitness|entspannung)\b,True,,False,1,50,False,True,16,16
2201,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[29],\b(atemübung|körperbewusstsein|stressabbau)\b,\b(atemübung|körperbewusstsein|stressabbau)\b,True,,False,1,45,False,True,16,16
2202,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[30],\b(tier|haustier|wildtier|zoo|safari)\b,\b(tier|haustier|wildtier|zoo|safari)\b,True,,False,1,39,False,True,16,16
2203,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[31],\b(fell|pfote|schnauze|krallen)\b,\b(fell|pfote|schnauze|krallen)\b,True,,False,1,33,False,True,16,16
2204,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[32],\b(hund|katze|pferd|welpe|kater|hündin)\b,\b(hund|katze|pferd|welpe|kater|hündin)\b,True,,False,1,41,False,True,16,16
2205,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[33],\b(experiment|labor|forschung|wissenschaftler(in)?)\b,\b(experiment|labor|forschung|wissenschaftler(in)?)\b,True,,False,2,53,False,True,16,16
2206,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[34],\b(reaktion|prozess|chemisch|physikalisch)\b,\b(reaktion|prozess|chemisch|physikalisch)\b,True,,False,1,44,False,True,16,16
2207,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[35],\b(soldat(in)?|militär|kampf|krieg|waffe)\b,\b(soldat(in)?|militär|kampf|krieg|waffe)\b,True,,False,2,43,False,True,16,16
2208,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[36],\b(einsatz|mission|gefecht|truppe)\b,\b(einsatz|mission|gefecht|truppe)\b,True,,False,1,36,False,True,16,16
2209,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[37],\b(kaiser|ritter|mittelalter|epoche|dynastie)\b,\b(kaiser|ritter|mittelalter|epoche|dynastie)\b,True,,False,1,47,False,True,16,16
2210,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[38],\b(schlacht|herrscher(in)?|burgen)\b,\b(schlacht|herrscher(in)?|burgen)\b,True,,False,2,36,False,True,16,16
2211,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[39],\b(geschäft|unternehmen|firma|manager(in)?)\b,\b(geschäft|unternehmen|firma|manager(in)?)\b,True,,False,2,45,False,True,16,16
2212,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[40],\b(verkauf|strategie|kunden)\b,\b(verkauf|strategie|kunden)\b,True,,False,1,30,False,True,16,16
2213,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[41],\b(wirtschaft|markt|finanzen|investition)\b,\b(wirtschaft|markt|finanzen|investition)\b,True,,False,1,43,False,True,16,16
2214,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[42],\b(aktie|börse|konjunktur)\b,\b(aktie|börse|konjunktur)\b,True,,False,1,28,False,True,16,16
2215,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[43],\b(lied|musik|album|künstler(in)?)\b,\b(lied|musik|album|künstler(in)?)\b,True,,False,2,36,False,True,16,16
2216,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[44],\b(tonspur|melodie|rhythmus|komposition)\b,\b(tonspur|melodie|rhythmus|komposition)\b,True,,False,1,42,False,True,16,16
2217,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[45],\b(glauben|gott|kirche|religion|spiritualität)\b,\b(glauben|gott|kirche|religion|spiritualität)\b,True,,False,1,48,False,True,16,16
2218,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[46],\b(ritual|gebet|messe|seelsorge)\b,\b(ritual|gebet|messe|seelsorge)\b,True,,False,1,34,False,True,16,16
2219,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[47],\b(versuchung|sünde|teufel|moral|ethik|predigt|glaube)\b,\b(versuchung|sünde|teufel|moral|ethik|predigt|glaube)\b,True,,False,1,56,False,True,16,16
2220,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[48],\b(trauer|beerdigung|grab|verlust)\b,\b(trauer|beerdigung|grab|verlust)\b,True,,False,1,36,False,True,16,16
2221,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[49],\b(trost|trösten)\b,\b(trost|trösten)\b,True,,False,1,19,False,True,16,16
2222,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[50],\b(kleidung|jacke|hose|schuhe|mantel)\b,\b(kleidung|jacke|hose|schuhe|mantel)\b,True,,False,1,39,False,True,16,16
2223,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[51],\b(kinder|schule|kindergarten|klasse)\b,\b(kinder|schule|kindergarten|klasse)\b,True,,False,1,39,False,True,16,16
2224,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[52],\b(familie|oma|opa|onkel|tante)\b,\b(familie|oma|opa|onkel|tante)\b,True,,False,1,33,False,True,16,16
2225,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[53],\b(kind|baby|säugling|kleinkind)\b,\b(kind|baby|säugling|kleinkind)\b,True,,False,1,34,False,True,16,16
2226,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[54],\b(mutter|vater|oma|opa)\b,\b(mutter|vater|oma|opa)\b,True,,False,1,26,False,True,16,16
2227,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[55],\b(zimmer|küche|bad)\b,\b(zimmer|küche|bad)\b,True,,False,1,22,False,True,16,16
2228,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[56],\b(baum|landschaft|natur|pflanze|tier)\b,\b(baum|landschaft|natur|pflanze|tier)\b,True,,False,1,40,False,True,16,16
2229,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[57],\b(kunst|gemälde|skulptur|aktzeichnung)\b,\b(kunst|gemälde|skulptur|aktzeichnung)\b,True,,False,1,41,False,True,16,16
2230,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[58],\b(armut|obdachlos)\b,\b(armut|obdachlos)\b,True,,False,1,21,False,True,16,16
2231,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[59],\b(kleid|stoff|mode|outfit|mantel|jacke)\b,\b(kleid|stoff|mode|outfit|mantel|jacke)\b,True,,False,1,42,False,True,16,16
2232,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[60],\b(bus|bahn|zug|tram|supermarkt|schlange)\b,\b(bus|bahn|zug|tram|supermarkt|schlange)\b,True,,False,1,43,False,True,16,16
2233,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[61],\b(architektur|raum|ausstattung)\b,\b(architektur|raum|ausstattung)\b,True,,False,1,34,False,True,16,16
2234,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[62],\b(thema\b[^.?!]*\b(aufgreifen|berühren)),\b(thema\b[^.?!]*\b(aufgreifen|berühren)),True,,False,2,41,False,True,16,16
2235,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[63],\b(zeit\b[^.?!]*\b(rennt|drängt)),\b(zeit\b[^.?!]*\b(rennt|drängt)),True,,False,2,33,False,True,16,16
2236,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[64],\b(kälte|frost|wind|zugluft|frösteln)\b,\b(kälte|frost|wind|zugluft|frösteln)\b,True,,False,1,39,False,True,16,16
2237,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[65],\b(horror|grusel|spuk|gespenst)\b,\b(horror|grusel|spuk|gespenst)\b,True,,False,1,33,False,True,16,16
2238,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[66],\b(musik|orchester|chor|melodie|gesang|konzert)\b,\b(musik|orchester|chor|melodie|gesang|konzert)\b,True,,False,1,49,False,True,16,16
2239,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[67],\b(rührung|bewegend|ergriffen)\b,\b(rührung|bewegend|ergriffen)\b,True,,False,1,32,False,True,16,16
2240,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[68],\b(spannung|thriller|schauer)\b,\b(spannung|thriller|schauer)\b,True,,False,1,31,False,True,16,16
2241,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[69],\b(staat|regierung|parlament|behörde|justiz)\b,\b(staat|regierung|parlament|behörde|justiz)\b,True,,False,1,46,False,True,16,16
2242,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[70],\b(autoritär|totalitär|diktatur|regime)\b,\b(autoritär|totalitär|diktatur|regime)\b,True,,False,1,41,False,True,16,16
2243,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[71],\b(machtstruktur|machtkampf|machtverhältnis)\b,\b(machtstruktur|machtkampf|machtverhältnis)\b,True,,False,1,46,False,True,16,16
2244,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[72],\b(opposition|koalition|fraktion)\b,\b(opposition|koalition|fraktion)\b,True,,False,1,35,False,True,16,16
2245,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[73],\b(unterdrückung|unterjochung)\b,\b(unterdrückung|unterjochung)\b,True,,False,1,32,False,True,16,16
2246,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[74],\b(herrschaftsform|souveränität)\b,\b(herrschaftsform|souveränität)\b,True,,False,1,34,False,True,16,16
2247,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[75],\b(populismus|korruption|skandal|preissteigerung)\b,\b(populismus|korruption|skandal|preissteigerung)\b,True,,False,1,51,False,True,16,16
2248,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[76],\b(diebstahl|betrug)\b,\b(diebstahl|betrug)\b,True,,False,1,22,False,True,16,16
2249,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[77],\b(marketing|werbung)\b,\b(marketing|werbung)\b,True,,False,1,23,False,True,16,16
2250,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[78],\b(argument|these|diskurs|rhetorik)\b,\b(argument|these|diskurs|rhetorik)\b,True,,False,1,37,False,True,16,16
2251,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[79],\b(analyse|interpretation|bewertung)\b,\b(analyse|interpretation|bewertung)\b,True,,False,1,38,False,True,16,16
2252,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[80],\b(debatte|rede|vortrag|essay)\b,\b(debatte|rede|vortrag|essay)\b,True,,False,1,32,False,True,16,16
2253,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[81],\b(kritisch|kontrovers|umstritten)\b,\b(kritisch|kontrovers|umstritten)\b,True,,False,1,36,False,True,16,16
2254,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[82],\b(übertreibung|metapher|stilmittel)\b,\b(übertreibung|metapher|stilmittel)\b,True,,False,1,38,False,True,16,16
2255,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[83],\b(könig|königin|thron|reich|imperium)\b,\b(könig|königin|thron|reich|imperium)\b,True,,False,1,40,False,True,16,16
2256,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[84],\b(ritter|barbar|ork|elf|drache)\b,\b(ritter|barbar|ork|elf|drache)\b,True,,False,1,34,False,True,16,16
2257,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[85],\b(legion|pharao|imperator|königshaus)\b,\b(legion|pharao|imperator|königshaus)\b,True,,False,1,40,False,True,16,16
2258,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[86],\b(sklavenhalter|plantage|kolonial)\b,\b(sklavenhalter|plantage|kolonial)\b,True,,False,1,37,False,True,16,16
2259,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[87],\b(galere|kastell|festung)\b,\b(galere|kastell|festung)\b,True,,False,1,28,False,True,16,16
2260,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[88],\b(kämpf|schlag|stoßen|attacke|kampf)\b,\b(kämpf|schlag|stoßen|attacke|kampf)\b,True,,False,1,39,False,True,15,15
2261,intensity_control_and_power.yaml,intensity_control_and_power,exclusion,intensity_control_and_power.exclusions[89],\b(ringen|ringkampf)\b,\b(ringen|ringkampf)\b,True,,False,1,22,False,True,16,16
2262,intensity_control_and_power.yaml,intensity_control_and_power,pattern,intensity_control_and_power.patterns[0],\b(überwältigung|unterwerfung|erpressung)\b,\b(überwältigung|unterwerfung|erpressung)\b,True,,False,1,43,False,True,1,1
2263,intensity_control_and_power.yaml,intensity_control_and_power,pattern,intensity_control_and_power.patterns[1],\b(befehlen|gehorchen|herrschen|sich\s+fügen)\b,\b(befehlen|gehorchen|herrschen|sich\s+fügen)\b,True,,False,1,47,False,True,1,1
2264,intensity_control_and_power.yaml,intensity_control_and_power,pattern,intensity_control_and_power.patterns[2],\b(zwingen|überreden|manipulieren)\b,\b(zwingen|überreden|manipulieren)\b,True,,False,1,36,False,True,1,1
2265,intensity_control_and_power.yaml,intensity_control_and_power,pattern,intensity_control_and_power.patterns[3],\b(sich\s+unterwerfen|sich\s+beugen)\b,\b(sich\s+unterwerfen|sich\s+beugen)\b,True,,False,1,38,False,True,1,1
2266,intensity_control_and_power.yaml,intensity_control_and_power,pattern,intensity_control_and_power.patterns[4],\b(sklave|herrscher|untertan)\b,\b(sklave|herrscher|untertan)\b,True,,False,1,31,False,True,1,1
